Number,Start date,Start station number,Start station,End date,End station number,End station,Bike number,Bike model,Total duration,Total duration (ms),Start datetime,End datetime
137749118,2024-03-08,1004,"Doric Way , Somers Town",2024-03-08,975,"Theobald's Road , Holborn",12670,CLASSIC,6m 42s,402351,2024-03-08 07:10:00,2024-03-08 07:17:00
137748921,2024-03-08,981,"British Museum, Bloomsbury",2024-03-08,960,"Hop Exchange, The Borough",35124,CLASSIC,14m 26s,866168,2024-03-08 06:57:00,2024-03-08 07:11:00
137748905,2024-03-08,979,"Wenlock Road , Hoxton",2024-03-08,964,"Bath Street, St. Luke's",54094,CLASSIC,2m 34s,154377,2024-03-08 06:55:00,2024-03-08 06:58:00
137748749,2024-03-08,991,"Crosswall, Tower",2024-03-08,1003,"Chapel Place, Marylebone",22474,CLASSIC,22m 50s,1370713,2024-03-08 06:41:00,2024-03-08 07:04:00
137748463,2024-03-08,989,"Murray Grove , Hoxton",2024-03-08,973,"Bethnal Green Road, Shoreditch",58465,CLASSIC,8m 6s,486609,2024-03-08 06:03:00,2024-03-08 06:11:00
137748444,2024-03-08,996,"Borough High Street, The Borough",2024-03-08,999,"Queen Street 1, Bank",51340,CLASSIC,25m 5s,1505690,2024-03-08 05:57:00,2024-03-08 06:22:00
137748208,2024-03-08,996,"Borough High Street, The Borough",2024-03-08,990,"Cotton Garden Estate, Kennington",53619,CLASSIC,10m 45s,645460,2024-03-08 02:18:00,2024-03-08 02:28:00
137748179,2024-03-08,974,"Guilford Street , Bloomsbury",2024-03-08,1010,"Cartwright Gardens , Bloomsbury",56781,CLASSIC,3m 52s,232776,2024-03-08 01:54:00,2024-03-08 01:58:00
137748167,2024-03-08,972,"Hampstead Road, Euston",2024-03-08,969,"Gower Place , Euston",15969,CLASSIC,46m 8s,2768092,2024-03-08 01:43:00,2024-03-08 02:29:00
137748168,2024-03-08,972,"Hampstead Road, Euston",2024-03-08,969,"Gower Place , Euston",53260,CLASSIC,46m 7s,2767203,2024-03-08 01:43:00,2024-03-08 02:29:00
137748135,2024-03-08,984,"Finsbury Circus, Liverpool Street",2024-03-08,1004,"Doric Way , Somers Town",12670,CLASSIC,36m 26s,2186572,2024-03-08 01:21:00,2024-03-08 01:57:00
137747999,2024-03-08,973,"Bethnal Green Road, Shoreditch",2024-03-08,973,"Bethnal Green Road, Shoreditch",16519,CLASSIC,4m 53s,293843,2024-03-08 00:16:00,2024-03-08 00:21:00
137747862,2024-03-07,972,"Hampstead Road, Euston",2024-03-07,975,"Theobald's Road , Holborn",52722,CLASSIC,8m 17s,497054,2024-03-07 23:45:00,2024-03-07 23:53:00
137747769,2024-03-07,972,"Hampstead Road, Euston",2024-03-07,978,"Russell Square Station, Bloomsbury",12637,CLASSIC,16m 12s,972958,2024-03-07 23:30:00,2024-03-07 23:46:00
137747771,2024-03-07,972,"Hampstead Road, Euston",2024-03-07,978,"Russell Square Station, Bloomsbury",56628,CLASSIC,16m 9s,969357,2024-03-07 23:30:00,2024-03-07 23:46:00
137747773,2024-03-07,992,"St. John Street, Finsbury",2024-03-07,992,"St. John Street, Finsbury",53211,CLASSIC,17m 22s,1042569,2024-03-07 23:30:00,2024-03-07 23:47:00
137747619,2024-03-07,968,"Warwick Row, Westminster",2024-03-07,965,"Tachbrook Street, Victoria",56463,CLASSIC,3m 35s,215493,2024-03-07 23:11:00,2024-03-07 23:14:00
137747472,2024-03-07,984,"Finsbury Circus, Liverpool Street",2024-03-07,963,"Bankside Mix, Bankside",53543,CLASSIC,9m 52s,592049,2024-03-07 22:50:00,2024-03-07 23:00:00
137747473,2024-03-07,1007,"Drury Lane, Covent Garden",2024-03-07,974,"Guilford Street , Bloomsbury",56781,CLASSIC,8m 41s,521707,2024-03-07 22:50:00,2024-03-07 22:58:00
137747447,2024-03-07,975,"Theobald's Road , Holborn",2024-03-07,975,"Theobald's Road , Holborn",51807,CLASSIC,36s,36671,2024-03-07 22:47:00,2024-03-07 22:48:00
137747399,2024-03-07,1007,"Drury Lane, Covent Garden",2024-03-07,961,"Union Street, The Borough",55134,CLASSIC,10m 9s,609060,2024-03-07 22:43:00,2024-03-07 22:53:00
137747401,2024-03-07,1010,"Cartwright Gardens , Bloomsbury",2024-03-07,972,"Hampstead Road, Euston",56628,CLASSIC,5m 19s,319986,2024-03-07 22:43:00,2024-03-07 22:48:00
137747247,2024-03-07,1007,"Drury Lane, Covent Garden",2024-03-07,1007,"Drury Lane, Covent Garden",51074,CLASSIC,21s,21433,2024-03-07 22:28:00,2024-03-07 22:28:00
137747157,2024-03-07,971,"Godliman Street, St. Paul's",2024-03-07,984,"Finsbury Circus, Liverpool Street",24412,CLASSIC,5m 32s,332843,2024-03-07 22:19:00,2024-03-07 22:24:00
137747021,2024-03-07,1009,"Taviton Street, Bloomsbury",2024-03-07,1005,"Eversholt Street , Camden Town",23846,CLASSIC,5m 4s,304565,2024-03-07 22:07:00,2024-03-07 22:12:00
137747008,2024-03-07,1009,"Taviton Street, Bloomsbury",2024-03-07,992,"St. John Street, Finsbury",56617,CLASSIC,10m 26s,626381,2024-03-07 22:06:00,2024-03-07 22:16:00
137746993,2024-03-07,984,"Finsbury Circus, Liverpool Street",2024-03-07,996,"Borough High Street, The Borough",16839,CLASSIC,8m 52s,532511,2024-03-07 22:05:00,2024-03-07 22:13:00
137746940,2024-03-07,970,"Scala Street, Fitzrovia",2024-03-07,970,"Scala Street, Fitzrovia",59746,CLASSIC,18m 21s,1101920,2024-03-07 22:01:00,2024-03-07 22:19:00
137746731,2024-03-07,975,"Theobald's Road , Holborn",2024-03-07,975,"Theobald's Road , Holborn",51807,CLASSIC,27s,27399,2024-03-07 21:44:00,2024-03-07 21:44:00
137746701,2024-03-07,1005,"Eversholt Street , Camden Town",2024-03-07,985,"Hatton Garden, Holborn",54615,CLASSIC,10m 31s,631064,2024-03-07 21:41:00,2024-03-07 21:51:00
137746691,2024-03-07,989,"Murray Grove , Hoxton",2024-03-07,989,"Murray Grove , Hoxton",52118,CLASSIC,5s,5059,2024-03-07 21:40:00,2024-03-07 21:40:00
137746668,2024-03-07,1010,"Cartwright Gardens , Bloomsbury",2024-03-07,972,"Hampstead Road, Euston",52640,CLASSIC,3m 41s,221127,2024-03-07 21:39:00,2024-03-07 21:43:00
137746609,2024-03-07,974,"Guilford Street , Bloomsbury",2024-03-07,1004,"Doric Way , Somers Town",55529,CLASSIC,5m 1s,301138,2024-03-07 21:34:00,2024-03-07 21:39:00
137746562,2024-03-07,975,"Theobald's Road , Holborn",2024-03-07,975,"Theobald's Road , Holborn",51807,CLASSIC,30s,30037,2024-03-07 21:30:00,2024-03-07 21:30:00
137746569,2024-03-07,978,"Russell Square Station, Bloomsbury",2024-03-07,988,"Great Russell Street, Bloomsbury",54033,CLASSIC,51m 6s,3066034,2024-03-07 21:30:00,2024-03-07 22:21:00
137746492,2024-03-07,975,"Theobald's Road , Holborn",2024-03-07,985,"Hatton Garden, Holborn",51137,CLASSIC,2m 31s,151002,2024-03-07 21:24:00,2024-03-07 21:26:00
137746408,2024-03-07,975,"Theobald's Road , Holborn",2024-03-07,1004,"Doric Way , Somers Town",53756,CLASSIC,6m 59s,419475,2024-03-07 21:18:00,2024-03-07 21:25:00
137746391,2024-03-07,975,"Theobald's Road , Holborn",2024-03-07,975,"Theobald's Road , Holborn",51807,CLASSIC,33s,33622,2024-03-07 21:16:00,2024-03-07 21:17:00
137746375,2024-03-07,1000,"Vauxhall Cross, Vauxhall",2024-03-07,964,"Bath Street, St. Luke's",52756,CLASSIC,25m 16s,1516225,2024-03-07 21:15:00,2024-03-07 21:40:00
137746307,2024-03-07,981,"British Museum, Bloomsbury",2024-03-07,1011,"Argyle Street, Kings Cross",54838,CLASSIC,9m 3s,543179,2024-03-07 21:11:00,2024-03-07 21:20:00
137746308,2024-03-07,960,"Hop Exchange, The Borough",2024-03-07,962,"Stamford Street, South Bank",54855,CLASSIC,6m 37s,397796,2024-03-07 21:11:00,2024-03-07 21:18:00
137746311,2024-03-07,993,"Drummond Street , Euston",2024-03-07,978,"Russell Square Station, Bloomsbury",58650,CLASSIC,7m 20s,440912,2024-03-07 21:11:00,2024-03-07 21:19:00
137746298,2024-03-07,981,"British Museum, Bloomsbury",2024-03-07,967,"Golden Lane, Barbican",54416,CLASSIC,12m 17s,737438,2024-03-07 21:11:00,2024-03-07 21:23:00
137746184,2024-03-07,1007,"Drury Lane, Covent Garden",2024-03-07,967,"Golden Lane, Barbican",59367,CLASSIC,14m 6s,846000,2024-03-07 21:04:00,2024-03-07 21:18:00
137746177,2024-03-07,995,"Little Argyll Street, West End",2024-03-07,1010,"Cartwright Gardens , Bloomsbury",41617,CLASSIC,11m 59s,719205,2024-03-07 21:03:00,2024-03-07 21:15:00
137745999,2024-03-07,972,"Hampstead Road, Euston",2024-03-07,978,"Russell Square Station, Bloomsbury",54033,CLASSIC,6m 47s,407676,2024-03-07 20:49:00,2024-03-07 20:55:00
137745869,2024-03-07,961,"Union Street, The Borough",2024-03-07,996,"Borough High Street, The Borough",53519,CLASSIC,13m 42s,822473,2024-03-07 20:41:00,2024-03-07 20:54:00
137745633,2024-03-07,968,"Warwick Row, Westminster",2024-03-07,993,"Drummond Street , Euston",51261,CLASSIC,16m 52s,1012363,2024-03-07 20:25:00,2024-03-07 20:42:00
137745583,2024-03-07,971,"Godliman Street, St. Paul's",2024-03-07,994,"Tanner Street, Bermondsey",16234,CLASSIC,8m 48s,528404,2024-03-07 20:22:00,2024-03-07 20:31:00
137745587,2024-03-07,998,"Lollard Street, Vauxhall",2024-03-07,960,"Hop Exchange, The Borough",58755,CLASSIC,12m 37s,757123,2024-03-07 20:22:00,2024-03-07 20:35:00
137745521,2024-03-07,1008,"Hatton Wall, Holborn",2024-03-07,986,"Finsbury Library , Finsbury",55421,CLASSIC,41m 41s,2501700,2024-03-07 20:18:00,2024-03-07 21:00:00
137745491,2024-03-07,964,"Bath Street, St. Luke's",2024-03-07,979,"Wenlock Road , Hoxton",52176,CLASSIC,2m 21s,141779,2024-03-07 20:17:00,2024-03-07 20:19:00
137745476,2024-03-07,1005,"Eversholt Street , Camden Town",2024-03-07,1004,"Doric Way , Somers Town",20879,CLASSIC,27m 53s,1673401,2024-03-07 20:16:00,2024-03-07 20:44:00
137745483,2024-03-07,960,"Hop Exchange, The Borough",2024-03-07,998,"Lollard Street, Vauxhall",50140,CLASSIC,11m 47s,707683,2024-03-07 20:16:00,2024-03-07 20:28:00
137745472,2024-03-07,1005,"Eversholt Street , Camden Town",2024-03-07,1004,"Doric Way , Somers Town",58089,CLASSIC,28m 17s,1697362,2024-03-07 20:15:00,2024-03-07 20:44:00
137745388,2024-03-07,1007,"Drury Lane, Covent Garden",2024-03-07,982,"Holborn Circus, Holborn",57037,CLASSIC,6m 1s,361808,2024-03-07 20:11:00,2024-03-07 20:17:00
137745273,2024-03-07,1004,"Doric Way , Somers Town",2024-03-07,1005,"Eversholt Street , Camden Town",59264,CLASSIC,14m 39s,879476,2024-03-07 20:05:00,2024-03-07 20:20:00
137745274,2024-03-07,995,"Little Argyll Street, West End",2024-03-07,980,"Malet Street, Bloomsbury",54440,CLASSIC,7m 19s,439439,2024-03-07 20:05:00,2024-03-07 20:12:00
137745285,2024-03-07,1009,"Taviton Street, Bloomsbury",2024-03-07,974,"Guilford Street , Bloomsbury",55529,CLASSIC,6m 33s,393788,2024-03-07 20:06:00,2024-03-07 20:12:00
137745060,2024-03-07,1004,"Doric Way , Somers Town",2024-03-07,1011,"Argyle Street, Kings Cross",24368,CLASSIC,4m 18s,258211,2024-03-07 19:54:00,2024-03-07 19:58:00
137744958,2024-03-07,1007,"Drury Lane, Covent Garden",2024-03-07,995,"Little Argyll Street, West End",52953,CLASSIC,27m 18s,1638245,2024-03-07 19:49:00,2024-03-07 20:16:00
137744920,2024-03-07,970,"Scala Street, Fitzrovia",2024-03-07,1011,"Argyle Street, Kings Cross",55386,CLASSIC,5m 25s,325366,2024-03-07 19:47:00,2024-03-07 19:53:00
137744847,2024-03-07,1009,"Taviton Street, Bloomsbury",2024-03-07,1010,"Cartwright Gardens , Bloomsbury",56628,CLASSIC,3m 54s,234393,2024-03-07 19:43:00,2024-03-07 19:47:00
137744725,2024-03-07,1007,"Drury Lane, Covent Garden",2024-03-07,1007,"Drury Lane, Covent Garden",51074,CLASSIC,36s,36222,2024-03-07 19:39:00,2024-03-07 19:39:00
137744651,2024-03-07,961,"Union Street, The Borough",2024-03-07,961,"Union Street, The Borough",58013,CLASSIC,2s,2888,2024-03-07 19:36:00,2024-03-07 19:36:00
137744561,2024-03-07,964,"Bath Street, St. Luke's",2024-03-07,973,"Bethnal Green Road, Shoreditch",52130,CLASSIC,7m 56s,476658,2024-03-07 19:32:00,2024-03-07 19:40:00
137744541,2024-03-07,959,"Milroy Walk, South Bank",2024-03-07,959,"Milroy Walk, South Bank",55126,CLASSIC,16s,16796,2024-03-07 19:31:00,2024-03-07 19:31:00
137744468,2024-03-07,981,"British Museum, Bloomsbury",2024-03-07,978,"Russell Square Station, Bloomsbury",23044,CLASSIC,4m 29s,269313,2024-03-07 19:28:00,2024-03-07 19:33:00
137744417,2024-03-07,991,"Crosswall, Tower",2024-03-07,997,"Worship Street, Shoreditch",54209,CLASSIC,8m 16s,496921,2024-03-07 19:26:00,2024-03-07 19:35:00
137744422,2024-03-07,963,"Bankside Mix, Bankside",2024-03-07,971,"Godliman Street, St. Paul's",52404,CLASSIC,6m 8s,368259,2024-03-07 19:26:00,2024-03-07 19:33:00
137744379,2024-03-07,1009,"Taviton Street, Bloomsbury",2024-03-07,967,"Golden Lane, Barbican",59407,CLASSIC,18m 33s,1113079,2024-03-07 19:25:00,2024-03-07 19:43:00
137744361,2024-03-07,988,"Great Russell Street, Bloomsbury",2024-03-07,1009,"Taviton Street, Bloomsbury",23846,CLASSIC,5m 6s,306732,2024-03-07 19:24:00,2024-03-07 19:29:00
137744357,2024-03-07,975,"Theobald's Road , Holborn",2024-03-07,984,"Finsbury Circus, Liverpool Street",55463,CLASSIC,10m 39s,639388,2024-03-07 19:24:00,2024-03-07 19:34:00
137744301,2024-03-07,1007,"Drury Lane, Covent Garden",2024-03-07,978,"Russell Square Station, Bloomsbury",21532,CLASSIC,7m 37s,457037,2024-03-07 19:22:00,2024-03-07 19:29:00
137744305,2024-03-07,972,"Hampstead Road, Euston",2024-03-07,1007,"Drury Lane, Covent Garden",58127,CLASSIC,7m 5s,425844,2024-03-07 19:22:00,2024-03-07 19:29:00
137744315,2024-03-07,967,"Golden Lane, Barbican",2024-03-07,960,"Hop Exchange, The Borough",50340,CLASSIC,10m 56s,656743,2024-03-07 19:22:00,2024-03-07 19:33:00
137744207,2024-03-07,995,"Little Argyll Street, West End",2024-03-07,990,"Cotton Garden Estate, Kennington",51124,CLASSIC,17m 51s,1071376,2024-03-07 19:18:00,2024-03-07 19:36:00
137744160,2024-03-07,969,"Gower Place , Euston",2024-03-07,1010,"Cartwright Gardens , Bloomsbury",54873,CLASSIC,5m 44s,344710,2024-03-07 19:17:00,2024-03-07 19:22:00
137744183,2024-03-07,1009,"Taviton Street, Bloomsbury",2024-03-07,1011,"Argyle Street, Kings Cross",52537,CLASSIC,6m 36s,396629,2024-03-07 19:17:00,2024-03-07 19:24:00
137744184,2024-03-07,996,"Borough High Street, The Borough",2024-03-07,973,"Bethnal Green Road, Shoreditch",52068,CLASSIC,17m 26s,1046544,2024-03-07 19:17:00,2024-03-07 19:35:00
137744067,2024-03-07,972,"Hampstead Road, Euston",2024-03-07,1010,"Cartwright Gardens , Bloomsbury",53516,CLASSIC,7m 41s,461207,2024-03-07 19:13:00,2024-03-07 19:21:00
137743924,2024-03-07,1007,"Drury Lane, Covent Garden",2024-03-07,998,"Lollard Street, Vauxhall",51546,CLASSIC,14m 57s,897754,2024-03-07 19:09:00,2024-03-07 19:24:00
137743893,2024-03-07,1007,"Drury Lane, Covent Garden",2024-03-07,998,"Lollard Street, Vauxhall",51613,CLASSIC,16m 4s,964179,2024-03-07 19:08:00,2024-03-07 19:24:00
137743726,2024-03-07,972,"Hampstead Road, Euston",2024-03-07,1007,"Drury Lane, Covent Garden",52953,CLASSIC,8m 19s,499583,2024-03-07 19:02:00,2024-03-07 19:10:00
137743717,2024-03-07,1011,"Argyle Street, Kings Cross",2024-03-07,967,"Golden Lane, Barbican",56969,CLASSIC,13m 12s,792671,2024-03-07 19:01:00,2024-03-07 19:15:00
137743684,2024-03-07,980,"Malet Street, Bloomsbury",2024-03-07,972,"Hampstead Road, Euston",41875,CLASSIC,5m 13s,313211,2024-03-07 19:00:00,2024-03-07 19:06:00
137743646,2024-03-07,959,"Milroy Walk, South Bank",2024-03-07,966,"New Kent Road, The Borough",23146,CLASSIC,12m 26s,746899,2024-03-07 18:59:00,2024-03-07 19:12:00
137743595,2024-03-07,964,"Bath Street, St. Luke's",2024-03-07,979,"Wenlock Road , Hoxton",59439,CLASSIC,2m 16s,136065,2024-03-07 18:58:00,2024-03-07 19:00:00
137743326,2024-03-07,979,"Wenlock Road , Hoxton",2024-03-07,962,"Stamford Street, South Bank",59532,CLASSIC,27m 38s,1658450,2024-03-07 18:50:00,2024-03-07 19:17:00
137743333,2024-03-07,979,"Wenlock Road , Hoxton",2024-03-07,962,"Stamford Street, South Bank",54657,CLASSIC,27m 33s,1653209,2024-03-07 18:50:00,2024-03-07 19:17:00
137743208,2024-03-07,974,"Guilford Street , Bloomsbury",2024-03-07,1011,"Argyle Street, Kings Cross",40048,CLASSIC,4m 11s,251608,2024-03-07 18:47:00,2024-03-07 18:51:00
137742779,2024-03-07,984,"Finsbury Circus, Liverpool Street",2024-03-07,961,"Union Street, The Borough",21045,CLASSIC,11m 31s,691445,2024-03-07 18:36:00,2024-03-07 18:47:00
137742758,2024-03-07,1011,"Argyle Street, Kings Cross",2024-03-07,1007,"Drury Lane, Covent Garden",51613,CLASSIC,11m 56s,716126,2024-03-07 18:35:00,2024-03-07 18:47:00
137742763,2024-03-07,963,"Bankside Mix, Bankside",2024-03-07,988,"Great Russell Street, Bloomsbury",35098,CLASSIC,12m 43s,763144,2024-03-07 18:36:00,2024-03-07 18:48:00
137742608,2024-03-07,976,"Longford Street, The Regent's Park",2024-03-07,978,"Russell Square Station, Bloomsbury",56869,CLASSIC,12m 45s,765375,2024-03-07 18:31:00,2024-03-07 18:44:00
137742517,2024-03-07,999,"Queen Street 1, Bank",2024-03-07,960,"Hop Exchange, The Borough",55567,CLASSIC,3m 14s,194790,2024-03-07 18:29:00,2024-03-07 18:32:00
137742460,2024-03-07,982,"Holborn Circus, Holborn",2024-03-07,991,"Crosswall, Tower",20349,CLASSIC,13m 54s,834929,2024-03-07 18:27:00,2024-03-07 18:41:00
137742373,2024-03-07,971,"Godliman Street, St. Paul's",2024-03-07,974,"Guilford Street , Bloomsbury",30254,CLASSIC,13m 32s,812502,2024-03-07 18:25:00,2024-03-07 18:39:00
137742339,2024-03-07,969,"Gower Place , Euston",2024-03-07,969,"Gower Place , Euston",23290,CLASSIC,6m 17s,377466,2024-03-07 18:25:00,2024-03-07 18:31:00
137742154,2024-03-07,979,"Wenlock Road , Hoxton",2024-03-07,973,"Bethnal Green Road, Shoreditch",40892,CLASSIC,8m 17s,497098,2024-03-07 18:21:00,2024-03-07 18:29:00
137742169,2024-03-07,962,"Stamford Street, South Bank",2024-03-07,960,"Hop Exchange, The Borough",59360,CLASSIC,8m 35s,515008,2024-03-07 18:21:00,2024-03-07 18:30:00
137742184,2024-03-07,972,"Hampstead Road, Euston",2024-03-07,995,"Little Argyll Street, West End",57954,CLASSIC,7m 52s,472561,2024-03-07 18:21:00,2024-03-07 18:29:00
137742128,2024-03-07,960,"Hop Exchange, The Borough",2024-03-07,1007,"Drury Lane, Covent Garden",59887,CLASSIC,15m 31s,931723,2024-03-07 18:20:00,2024-03-07 18:36:00
137742046,2024-03-07,999,"Queen Street 1, Bank",2024-03-07,961,"Union Street, The Borough",58013,CLASSIC,8m 1s,481116,2024-03-07 18:19:00,2024-03-07 18:27:00
137742013,2024-03-07,982,"Holborn Circus, Holborn",2024-03-07,959,"Milroy Walk, South Bank",58854,CLASSIC,6m 33s,393881,2024-03-07 18:18:00,2024-03-07 18:25:00
137741917,2024-03-07,961,"Union Street, The Borough",2024-03-07,1007,"Drury Lane, Covent Garden",56348,CLASSIC,14m 19s,859943,2024-03-07 18:16:00,2024-03-07 18:30:00
137741874,2024-03-07,1003,"Chapel Place, Marylebone",2024-03-07,979,"Wenlock Road , Hoxton",53713,CLASSIC,25m 36s,1536672,2024-03-07 18:15:00,2024-03-07 18:41:00
137741885,2024-03-07,1010,"Cartwright Gardens , Bloomsbury",2024-03-07,970,"Scala Street, Fitzrovia",58338,CLASSIC,11m 44s,704576,2024-03-07 18:15:00,2024-03-07 18:27:00
137741763,2024-03-07,1000,"Vauxhall Cross, Vauxhall",2024-03-07,1000,"Vauxhall Cross, Vauxhall",59049,CLASSIC,17m 1s,1021662,2024-03-07 18:13:00,2024-03-07 18:30:00
137741687,2024-03-07,984,"Finsbury Circus, Liverpool Street",2024-03-07,995,"Little Argyll Street, West End",41617,CLASSIC,22m 47s,1367352,2024-03-07 18:11:00,2024-03-07 18:34:00
137741613,2024-03-07,980,"Malet Street, Bloomsbury",2024-03-07,1011,"Argyle Street, Kings Cross",57783,CLASSIC,7m 10s,430832,2024-03-07 18:10:00,2024-03-07 18:17:00
137741632,2024-03-07,980,"Malet Street, Bloomsbury",2024-03-07,995,"Little Argyll Street, West End",56999,CLASSIC,8m 56s,536973,2024-03-07 18:10:00,2024-03-07 18:19:00
137741338,2024-03-07,963,"Bankside Mix, Bankside",2024-03-07,1004,"Doric Way , Somers Town",24313,CLASSIC,18m 5s,1085773,2024-03-07 18:04:00,2024-03-07 18:22:00
137741202,2024-03-07,979,"Wenlock Road , Hoxton",2024-03-07,997,"Worship Street, Shoreditch",41191,CLASSIC,6m 41s,401344,2024-03-07 18:02:00,2024-03-07 18:08:00
137740979,2024-03-07,969,"Gower Place , Euston",2024-03-07,1011,"Argyle Street, Kings Cross",57398,CLASSIC,5m 4s,304980,2024-03-07 17:57:00,2024-03-07 18:02:00
137740905,2024-03-07,984,"Finsbury Circus, Liverpool Street",2024-03-07,1007,"Drury Lane, Covent Garden",59018,CLASSIC,12m 38s,758142,2024-03-07 17:56:00,2024-03-07 18:08:00
137740859,2024-03-07,970,"Scala Street, Fitzrovia",2024-03-07,1011,"Argyle Street, Kings Cross",55239,CLASSIC,8m 37s,517475,2024-03-07 17:54:00,2024-03-07 18:03:00
137740775,2024-03-07,967,"Golden Lane, Barbican",2024-03-07,989,"Murray Grove , Hoxton",59269,CLASSIC,8m 44s,524365,2024-03-07 17:53:00,2024-03-07 18:02:00
137740778,2024-03-07,980,"Malet Street, Bloomsbury",2024-03-07,980,"Malet Street, Bloomsbury",22299,CLASSIC,55s,55900,2024-03-07 17:53:00,2024-03-07 17:54:00
137740781,2024-03-07,969,"Gower Place , Euston",2024-03-07,991,"Crosswall, Tower",20682,CLASSIC,22m 6s,1326265,2024-03-07 17:53:00,2024-03-07 18:15:00
137740762,2024-03-07,959,"Milroy Walk, South Bank",2024-03-07,959,"Milroy Walk, South Bank",55126,CLASSIC,59s,59025,2024-03-07 17:53:00,2024-03-07 17:54:00
137740716,2024-03-07,1007,"Drury Lane, Covent Garden",2024-03-07,994,"Tanner Street, Bermondsey",55446,CLASSIC,18m 7s,1087806,2024-03-07 17:51:00,2024-03-07 18:09:00
137740660,2024-03-07,982,"Holborn Circus, Holborn",2024-03-07,984,"Finsbury Circus, Liverpool Street",56296,CLASSIC,7m 10s,430360,2024-03-07 17:50:00,2024-03-07 17:57:00
137740542,2024-03-07,1011,"Argyle Street, Kings Cross",2024-03-07,1004,"Doric Way , Somers Town",54073,CLASSIC,10m 31s,631099,2024-03-07 17:48:00,2024-03-07 17:58:00
137740499,2024-03-07,1000,"Vauxhall Cross, Vauxhall",2024-03-07,962,"Stamford Street, South Bank",50007,CLASSIC,11m 56s,716595,2024-03-07 17:47:00,2024-03-07 17:59:00
137740471,2024-03-07,980,"Malet Street, Bloomsbury",2024-03-07,978,"Russell Square Station, Bloomsbury",50132,CLASSIC,2m 59s,179662,2024-03-07 17:46:00,2024-03-07 17:49:00
137740373,2024-03-07,968,"Warwick Row, Westminster",2024-03-07,1000,"Vauxhall Cross, Vauxhall",41062,CLASSIC,8m 13s,493928,2024-03-07 17:45:00,2024-03-07 17:53:00
137740389,2024-03-07,979,"Wenlock Road , Hoxton",2024-03-07,964,"Bath Street, St. Luke's",17664,CLASSIC,4m 0s,240759,2024-03-07 17:45:00,2024-03-07 17:49:00
137740350,2024-03-07,995,"Little Argyll Street, West End",2024-03-07,1011,"Argyle Street, Kings Cross",55480,CLASSIC,12m 27s,747459,2024-03-07 17:44:00,2024-03-07 17:57:00
