Number,Start date,Start station number,Start station,End date,End station number,End station,Bike number,Bike model,Total duration,Total duration (ms),Start datetime,End datetime
138434099,2024-04-09,1011,"Argyle Street, Kings Cross",2024-04-09,982,"Holborn Circus, Holborn",51072,CLASSIC,8m 30s,510142,2024-04-09 08:55:00,2024-04-09 09:03:00
138434018,2024-04-09,990,"Cotton Garden Estate, Kennington",2024-04-09,963,"Bankside Mix, Bankside",24455,CLASSIC,13m 12s,792600,2024-04-09 08:53:00,2024-04-09 09:06:00
138433888,2024-04-09,980,"Malet Street, Bloomsbury",2024-04-09,995,"Little Argyll Street, West End",54617,CLASSIC,7m 55s,475363,2024-04-09 08:50:00,2024-04-09 08:58:00
138433912,2024-04-09,965,"Tachbrook Street, Victoria",2024-04-09,997,"Worship Street, Shoreditch",56120,CLASSIC,26m 24s,1584751,2024-04-09 08:50:00,2024-04-09 09:17:00
138433860,2024-04-09,962,"Stamford Street, South Bank",2024-04-09,960,"Hop Exchange, The Borough",56310,CLASSIC,7m 9s,429426,2024-04-09 08:49:00,2024-04-09 08:56:00
138433827,2024-04-09,973,"Bethnal Green Road, Shoreditch",2024-04-09,1007,"Drury Lane, Covent Garden",51646,CLASSIC,17m 34s,1054077,2024-04-09 08:48:00,2024-04-09 09:06:00
138433721,2024-04-09,962,"Stamford Street, South Bank",2024-04-09,960,"Hop Exchange, The Borough",35586,CLASSIC,8m 48s,528073,2024-04-09 08:46:00,2024-04-09 08:55:00
138433657,2024-04-09,986,"Finsbury Library , Finsbury",2024-04-09,980,"Malet Street, Bloomsbury",55308,CLASSIC,17m 47s,1067837,2024-04-09 08:45:00,2024-04-09 09:03:00
138433664,2024-04-09,999,"Queen Street 1, Bank",2024-04-09,1008,"Hatton Wall, Holborn",59527,CLASSIC,6m 27s,387755,2024-04-09 08:45:00,2024-04-09 08:51:00
138433606,2024-04-09,962,"Stamford Street, South Bank",2024-04-09,971,"Godliman Street, St. Paul's",30386,CLASSIC,9m 20s,560329,2024-04-09 08:44:00,2024-04-09 08:53:00
138433630,2024-04-09,1011,"Argyle Street, Kings Cross",2024-04-09,982,"Holborn Circus, Holborn",20594,CLASSIC,9m 46s,586070,2024-04-09 08:44:00,2024-04-09 08:54:00
138433597,2024-04-09,981,"British Museum, Bloomsbury",2024-04-09,972,"Hampstead Road, Euston",40878,CLASSIC,5m 22s,322352,2024-04-09 08:44:00,2024-04-09 08:49:00
138433512,2024-04-09,1001,"West Cromwell Road, Earl's Court",2024-04-09,1001,"West Cromwell Road, Earl's Court",55356,CLASSIC,27s,27258,2024-04-09 08:42:00,2024-04-09 08:42:00
138433539,2024-04-09,973,"Bethnal Green Road, Shoreditch",2024-04-09,982,"Holborn Circus, Holborn",35600,CLASSIC,17m 51s,1071104,2024-04-09 08:42:00,2024-04-09 09:00:00
138433243,2024-04-09,984,"Finsbury Circus, Liverpool Street",2024-04-09,971,"Godliman Street, St. Paul's",56203,CLASSIC,6m 21s,381991,2024-04-09 08:37:00,2024-04-09 08:43:00
138433141,2024-04-09,1008,"Hatton Wall, Holborn",2024-04-09,963,"Bankside Mix, Bankside",40201,CLASSIC,13m 41s,821664,2024-04-09 08:35:00,2024-04-09 08:48:00
138432980,2024-04-09,1004,"Doric Way , Somers Town",2024-04-09,982,"Holborn Circus, Holborn",58006,CLASSIC,9m 10s,550770,2024-04-09 08:31:00,2024-04-09 08:40:00
138432950,2024-04-09,966,"New Kent Road, The Borough",2024-04-09,997,"Worship Street, Shoreditch",51439,CLASSIC,16m 56s,1016705,2024-04-09 08:30:00,2024-04-09 08:47:00
138432284,2024-04-09,975,"Theobald's Road , Holborn",2024-04-09,1004,"Doric Way , Somers Town",51862,CLASSIC,7m 14s,434958,2024-04-09 08:14:00,2024-04-09 08:21:00
138432249,2024-04-09,994,"Tanner Street, Bermondsey",2024-04-09,999,"Queen Street 1, Bank",55712,CLASSIC,8m 55s,535215,2024-04-09 08:13:00,2024-04-09 08:22:00
138432258,2024-04-09,969,"Gower Place , Euston",2024-04-09,970,"Scala Street, Fitzrovia",52381,CLASSIC,2m 57s,177727,2024-04-09 08:13:00,2024-04-09 08:16:00
138432224,2024-04-09,979,"Wenlock Road , Hoxton",2024-04-09,985,"Hatton Garden, Holborn",53724,CLASSIC,9m 22s,562627,2024-04-09 08:12:00,2024-04-09 08:22:00
138432193,2024-04-09,965,"Tachbrook Street, Victoria",2024-04-09,967,"Golden Lane, Barbican",56054,CLASSIC,23m 18s,1398475,2024-04-09 08:12:00,2024-04-09 08:35:00
138432128,2024-04-09,961,"Union Street, The Borough",2024-04-09,994,"Tanner Street, Bermondsey",53507,CLASSIC,8m 34s,514274,2024-04-09 08:10:00,2024-04-09 08:19:00
138431984,2024-04-09,1004,"Doric Way , Somers Town",2024-04-09,1005,"Eversholt Street , Camden Town",41490,CLASSIC,2m 0s,120427,2024-04-09 08:06:00,2024-04-09 08:08:00
138431810,2024-04-09,962,"Stamford Street, South Bank",2024-04-09,991,"Crosswall, Tower",41333,CLASSIC,15m 45s,945526,2024-04-09 08:01:00,2024-04-09 08:17:00
138431722,2024-04-09,962,"Stamford Street, South Bank",2024-04-09,991,"Crosswall, Tower",55448,CLASSIC,15m 17s,917303,2024-04-09 07:58:00,2024-04-09 08:14:00
138431658,2024-04-09,997,"Worship Street, Shoreditch",2024-04-09,967,"Golden Lane, Barbican",52090,CLASSIC,7m 4s,424610,2024-04-09 07:57:00,2024-04-09 08:04:00
138431563,2024-04-09,962,"Stamford Street, South Bank",2024-04-09,999,"Queen Street 1, Bank",51262,CLASSIC,8m 12s,492064,2024-04-09 07:54:00,2024-04-09 08:02:00
138431462,2024-04-09,990,"Cotton Garden Estate, Kennington",2024-04-09,998,"Lollard Street, Vauxhall",55925,CLASSIC,3m 37s,217147,2024-04-09 07:50:00,2024-04-09 07:53:00
138431434,2024-04-09,960,"Hop Exchange, The Borough",2024-04-09,999,"Queen Street 1, Bank",54732,CLASSIC,3m 34s,214104,2024-04-09 07:49:00,2024-04-09 07:53:00
138431200,2024-04-09,993,"Drummond Street , Euston",2024-04-09,1003,"Chapel Place, Marylebone",53446,CLASSIC,10m 27s,627759,2024-04-09 07:42:00,2024-04-09 07:52:00
138431214,2024-04-09,967,"Golden Lane, Barbican",2024-04-09,974,"Guilford Street , Bloomsbury",56474,CLASSIC,8m 31s,511869,2024-04-09 07:42:00,2024-04-09 07:51:00
138431177,2024-04-09,1011,"Argyle Street, Kings Cross",2024-04-09,981,"British Museum, Bloomsbury",58381,CLASSIC,5m 52s,352325,2024-04-09 07:41:00,2024-04-09 07:47:00
138431178,2024-04-09,993,"Drummond Street , Euston",2024-04-09,968,"Warwick Row, Westminster",52690,CLASSIC,16m 58s,1018021,2024-04-09 07:41:00,2024-04-09 07:58:00
138431015,2024-04-09,991,"Crosswall, Tower",2024-04-09,985,"Hatton Garden, Holborn",30628,CLASSIC,11m 6s,666168,2024-04-09 07:35:00,2024-04-09 07:46:00
138430942,2024-04-09,968,"Warwick Row, Westminster",2024-04-09,995,"Little Argyll Street, West End",23008,CLASSIC,13m 30s,810685,2024-04-09 07:31:00,2024-04-09 07:45:00
138430918,2024-04-09,1011,"Argyle Street, Kings Cross",2024-04-09,965,"Tachbrook Street, Victoria",56054,CLASSIC,21m 40s,1300291,2024-04-09 07:31:00,2024-04-09 07:52:00
138430891,2024-04-09,962,"Stamford Street, South Bank",2024-04-09,985,"Hatton Garden, Holborn",54271,CLASSIC,9m 42s,582171,2024-04-09 07:29:00,2024-04-09 07:39:00
138430819,2024-04-09,974,"Guilford Street , Bloomsbury",2024-04-09,985,"Hatton Garden, Holborn",56503,CLASSIC,4m 10s,250213,2024-04-09 07:26:00,2024-04-09 07:30:00
138430623,2024-04-09,1011,"Argyle Street, Kings Cross",2024-04-09,974,"Guilford Street , Bloomsbury",12825,CLASSIC,4m 59s,299502,2024-04-09 07:15:00,2024-04-09 07:20:00
138430637,2024-04-09,1011,"Argyle Street, Kings Cross",2024-04-09,974,"Guilford Street , Bloomsbury",56503,CLASSIC,3m 52s,232687,2024-04-09 07:16:00,2024-04-09 07:19:00
138430335,2024-04-09,1004,"Doric Way , Somers Town",2024-04-09,975,"Theobald's Road , Holborn",51862,CLASSIC,6m 50s,410592,2024-04-09 06:52:00,2024-04-09 06:59:00
138430291,2024-04-09,998,"Lollard Street, Vauxhall",2024-04-09,990,"Cotton Garden Estate, Kennington",59081,CLASSIC,3m 27s,207738,2024-04-09 06:49:00,2024-04-09 06:53:00
138430171,2024-04-09,992,"St. John Street, Finsbury",2024-04-09,997,"Worship Street, Shoreditch",54730,CLASSIC,9m 45s,585977,2024-04-09 06:39:00,2024-04-09 06:49:00
138430126,2024-04-09,990,"Cotton Garden Estate, Kennington",2024-04-09,999,"Queen Street 1, Bank",14891,CLASSIC,8m 49s,529794,2024-04-09 06:34:00,2024-04-09 06:42:00
138430102,2024-04-09,967,"Golden Lane, Barbican",2024-04-09,997,"Worship Street, Shoreditch",57986,CLASSIC,4m 55s,295122,2024-04-09 06:31:00,2024-04-09 06:36:00
138430048,2024-04-09,975,"Theobald's Road , Holborn",2024-04-09,984,"Finsbury Circus, Liverpool Street",55851,CLASSIC,13m 34s,814349,2024-04-09 06:25:00,2024-04-09 06:39:00
138429956,2024-04-09,966,"New Kent Road, The Borough",2024-04-09,960,"Hop Exchange, The Borough",53436,CLASSIC,3m 58s,238781,2024-04-09 06:14:00,2024-04-09 06:18:00
138429941,2024-04-09,990,"Cotton Garden Estate, Kennington",2024-04-09,995,"Little Argyll Street, West End",58440,CLASSIC,18m 19s,1099922,2024-04-09 06:11:00,2024-04-09 06:30:00
138429899,2024-04-09,989,"Murray Grove , Hoxton",2024-04-09,973,"Bethnal Green Road, Shoreditch",35722,CLASSIC,8m 28s,508906,2024-04-09 06:04:00,2024-04-09 06:13:00
138429689,2024-04-09,1009,"Taviton Street, Bloomsbury",2024-04-09,981,"British Museum, Bloomsbury",35007,CLASSIC,4m 1s,241981,2024-04-09 04:06:00,2024-04-09 04:10:00
138429572,2024-04-09,1009,"Taviton Street, Bloomsbury",2024-04-09,1005,"Eversholt Street , Camden Town",20815,CLASSIC,4m 33s,273825,2024-04-09 00:59:00,2024-04-09 01:03:00
138429399,2024-04-08,989,"Murray Grove , Hoxton",2024-04-08,989,"Murray Grove , Hoxton",58142,CLASSIC,11m 58s,718539,2024-04-08 23:36:00,2024-04-08 23:48:00
138429391,2024-04-08,978,"Russell Square Station, Bloomsbury",2024-04-08,1010,"Cartwright Gardens , Bloomsbury",55266,CLASSIC,4m 7s,247040,2024-04-08 23:35:00,2024-04-08 23:39:00
138429352,2024-04-08,1010,"Cartwright Gardens , Bloomsbury",2024-04-08,978,"Russell Square Station, Bloomsbury",55266,CLASSIC,5m 54s,354632,2024-04-08 23:26:00,2024-04-08 23:31:00
138429300,2024-04-08,1007,"Drury Lane, Covent Garden",2024-04-08,995,"Little Argyll Street, West End",50358,CLASSIC,6m 40s,400480,2024-04-08 23:14:00,2024-04-08 23:21:00
138429302,2024-04-08,1011,"Argyle Street, Kings Cross",2024-04-08,974,"Guilford Street , Bloomsbury",56486,CLASSIC,3m 51s,231998,2024-04-08 23:14:00,2024-04-08 23:18:00
138429280,2024-04-08,970,"Scala Street, Fitzrovia",2024-04-08,978,"Russell Square Station, Bloomsbury",53805,CLASSIC,6m 2s,362775,2024-04-08 23:10:00,2024-04-08 23:17:00
138429199,2024-04-08,1009,"Taviton Street, Bloomsbury",2024-04-08,976,"Longford Street, The Regent's Park",55988,CLASSIC,4m 48s,288045,2024-04-08 22:59:00,2024-04-08 23:04:00
138429138,2024-04-08,974,"Guilford Street , Bloomsbury",2024-04-08,974,"Guilford Street , Bloomsbury",51808,CLASSIC,16m 29s,989621,2024-04-08 22:49:00,2024-04-08 23:05:00
138429117,2024-04-08,974,"Guilford Street , Bloomsbury",2024-04-08,974,"Guilford Street , Bloomsbury",22443,CLASSIC,19m 19s,1159458,2024-04-08 22:46:00,2024-04-08 23:05:00
138429085,2024-04-08,1007,"Drury Lane, Covent Garden",2024-04-08,992,"St. John Street, Finsbury",54730,CLASSIC,9m 50s,590644,2024-04-08 22:42:00,2024-04-08 22:52:00
138429034,2024-04-08,972,"Hampstead Road, Euston",2024-04-08,1004,"Doric Way , Somers Town",59510,CLASSIC,2m 57s,177873,2024-04-08 22:36:00,2024-04-08 22:39:00
138428926,2024-04-08,1009,"Taviton Street, Bloomsbury",2024-04-08,981,"British Museum, Bloomsbury",50338,CLASSIC,4m 2s,242954,2024-04-08 22:23:00,2024-04-08 22:27:00
138428843,2024-04-08,975,"Theobald's Road , Holborn",2024-04-08,992,"St. John Street, Finsbury",40949,CLASSIC,4m 57s,297650,2024-04-08 22:15:00,2024-04-08 22:20:00
138428767,2024-04-08,1011,"Argyle Street, Kings Cross",2024-04-08,970,"Scala Street, Fitzrovia",57154,CLASSIC,7m 21s,441639,2024-04-08 22:08:00,2024-04-08 22:15:00
138428763,2024-04-08,972,"Hampstead Road, Euston",2024-04-08,1010,"Cartwright Gardens , Bloomsbury",55266,CLASSIC,4m 54s,294770,2024-04-08 22:07:00,2024-04-08 22:12:00
138428605,2024-04-08,988,"Great Russell Street, Bloomsbury",2024-04-08,973,"Bethnal Green Road, Shoreditch",59720,CLASSIC,20m 5s,1205446,2024-04-08 21:50:00,2024-04-08 22:10:00
138428592,2024-04-08,972,"Hampstead Road, Euston",2024-04-08,1010,"Cartwright Gardens , Bloomsbury",54981,CLASSIC,4m 47s,287544,2024-04-08 21:48:00,2024-04-08 21:53:00
138428537,2024-04-08,985,"Hatton Garden, Holborn",2024-04-08,1008,"Hatton Wall, Holborn",56117,CLASSIC,2m 28s,148146,2024-04-08 21:41:00,2024-04-08 21:43:00
138428538,2024-04-08,1007,"Drury Lane, Covent Garden",2024-04-08,973,"Bethnal Green Road, Shoreditch",54350,CLASSIC,17m 7s,1027244,2024-04-08 21:41:00,2024-04-08 21:58:00
138428472,2024-04-08,1002,"Holy Trinity Brompton, Knightsbridge",2024-04-08,1001,"West Cromwell Road, Earl's Court",55056,CLASSIC,6m 43s,403856,2024-04-08 21:34:00,2024-04-08 21:41:00
138428363,2024-04-08,982,"Holborn Circus, Holborn",2024-04-08,964,"Bath Street, St. Luke's",30543,CLASSIC,6m 46s,406947,2024-04-08 21:23:00,2024-04-08 21:30:00
138428354,2024-04-08,978,"Russell Square Station, Bloomsbury",2024-04-08,986,"Finsbury Library , Finsbury",51849,CLASSIC,9m 15s,555874,2024-04-08 21:22:00,2024-04-08 21:31:00
138428337,2024-04-08,978,"Russell Square Station, Bloomsbury",2024-04-08,978,"Russell Square Station, Bloomsbury",58654,CLASSIC,14s,14160,2024-04-08 21:21:00,2024-04-08 21:21:00
138428203,2024-04-08,982,"Holborn Circus, Holborn",2024-04-08,989,"Murray Grove , Hoxton",30261,CLASSIC,14m 1s,841940,2024-04-08 21:09:00,2024-04-08 21:23:00
138428209,2024-04-08,980,"Malet Street, Bloomsbury",2024-04-08,980,"Malet Street, Bloomsbury",35544,CLASSIC,24s,24217,2024-04-08 21:09:00,2024-04-08 21:10:00
138428099,2024-04-08,984,"Finsbury Circus, Liverpool Street",2024-04-08,964,"Bath Street, St. Luke's",20795,CLASSIC,5m 14s,314502,2024-04-08 21:00:00,2024-04-08 21:06:00
138428090,2024-04-08,984,"Finsbury Circus, Liverpool Street",2024-04-08,966,"New Kent Road, The Borough",53436,CLASSIC,15m 41s,941408,2024-04-08 21:00:00,2024-04-08 21:15:00
138427892,2024-04-08,982,"Holborn Circus, Holborn",2024-04-08,982,"Holborn Circus, Holborn",54478,CLASSIC,4s,4707,2024-04-08 20:45:00,2024-04-08 20:46:00
138427792,2024-04-08,1007,"Drury Lane, Covent Garden",2024-04-08,979,"Wenlock Road , Hoxton",56286,CLASSIC,17m 27s,1047524,2024-04-08 20:39:00,2024-04-08 20:57:00
138427740,2024-04-08,970,"Scala Street, Fitzrovia",2024-04-08,1000,"Vauxhall Cross, Vauxhall",53248,CLASSIC,14m 44s,884057,2024-04-08 20:35:00,2024-04-08 20:50:00
138427355,2024-04-08,973,"Bethnal Green Road, Shoreditch",2024-04-08,967,"Golden Lane, Barbican",52634,CLASSIC,6m 59s,419816,2024-04-08 20:07:00,2024-04-08 20:14:00
138427083,2024-04-08,1009,"Taviton Street, Bloomsbury",2024-04-08,1011,"Argyle Street, Kings Cross",51005,CLASSIC,4m 16s,256044,2024-04-08 19:39:00,2024-04-08 19:43:00
138427023,2024-04-08,984,"Finsbury Circus, Liverpool Street",2024-04-08,961,"Union Street, The Borough",56073,CLASSIC,10m 21s,621352,2024-04-08 19:35:00,2024-04-08 19:46:00
138426999,2024-04-08,985,"Hatton Garden, Holborn",2024-04-08,964,"Bath Street, St. Luke's",16553,CLASSIC,8m 13s,493132,2024-04-08 19:34:00,2024-04-08 19:42:00
138426966,2024-04-08,964,"Bath Street, St. Luke's",2024-04-08,984,"Finsbury Circus, Liverpool Street",30779,CLASSIC,7m 21s,441937,2024-04-08 19:33:00,2024-04-08 19:40:00
138426897,2024-04-08,967,"Golden Lane, Barbican",2024-04-08,967,"Golden Lane, Barbican",51347,CLASSIC,45s,45677,2024-04-08 19:30:00,2024-04-08 19:31:00
138426890,2024-04-08,981,"British Museum, Bloomsbury",2024-04-08,981,"British Museum, Bloomsbury",56009,CLASSIC,35s,35506,2024-04-08 19:29:00,2024-04-08 19:30:00
138426806,2024-04-08,999,"Queen Street 1, Bank",2024-04-08,960,"Hop Exchange, The Borough",53411,CLASSIC,4m 47s,287955,2024-04-08 19:26:00,2024-04-08 19:30:00
138426640,2024-04-08,996,"Borough High Street, The Borough",2024-04-08,973,"Bethnal Green Road, Shoreditch",55387,CLASSIC,15m 22s,922498,2024-04-08 19:20:00,2024-04-08 19:35:00
138426666,2024-04-08,964,"Bath Street, St. Luke's",2024-04-08,989,"Murray Grove , Hoxton",54820,CLASSIC,2m 43s,163233,2024-04-08 19:21:00,2024-04-08 19:23:00
138426667,2024-04-08,973,"Bethnal Green Road, Shoreditch",2024-04-08,996,"Borough High Street, The Borough",59490,CLASSIC,11m 46s,706688,2024-04-08 19:21:00,2024-04-08 19:32:00
138426626,2024-04-08,1009,"Taviton Street, Bloomsbury",2024-04-08,1010,"Cartwright Gardens , Bloomsbury",52256,CLASSIC,3m 28s,208830,2024-04-08 19:19:00,2024-04-08 19:23:00
138426496,2024-04-08,999,"Queen Street 1, Bank",2024-04-08,999,"Queen Street 1, Bank",16477,CLASSIC,8s,8171,2024-04-08 19:15:00,2024-04-08 19:15:00
138426453,2024-04-08,959,"Milroy Walk, South Bank",2024-04-08,994,"Tanner Street, Bermondsey",58495,CLASSIC,13m 50s,830796,2024-04-08 19:14:00,2024-04-08 19:28:00
138426416,2024-04-08,1011,"Argyle Street, Kings Cross",2024-04-08,975,"Theobald's Road , Holborn",35111,CLASSIC,6m 47s,407340,2024-04-08 19:13:00,2024-04-08 19:20:00
138426418,2024-04-08,985,"Hatton Garden, Holborn",2024-04-08,994,"Tanner Street, Bermondsey",53696,CLASSIC,15m 13s,913733,2024-04-08 19:13:00,2024-04-08 19:28:00
138426347,2024-04-08,988,"Great Russell Street, Bloomsbury",2024-04-08,995,"Little Argyll Street, West End",55842,CLASSIC,12m 47s,767671,2024-04-08 19:11:00,2024-04-08 19:24:00
138426352,2024-04-08,988,"Great Russell Street, Bloomsbury",2024-04-08,995,"Little Argyll Street, West End",57930,CLASSIC,12m 30s,750920,2024-04-08 19:11:00,2024-04-08 19:23:00
138426236,2024-04-08,964,"Bath Street, St. Luke's",2024-04-08,985,"Hatton Garden, Holborn",59051,CLASSIC,7m 26s,446593,2024-04-08 19:07:00,2024-04-08 19:15:00
138426194,2024-04-08,982,"Holborn Circus, Holborn",2024-04-08,979,"Wenlock Road , Hoxton",56958,CLASSIC,11m 24s,684013,2024-04-08 19:06:00,2024-04-08 19:17:00
138426077,2024-04-08,1010,"Cartwright Gardens , Bloomsbury",2024-04-08,972,"Hampstead Road, Euston",56400,CLASSIC,5m 45s,345990,2024-04-08 19:02:00,2024-04-08 19:08:00
138425836,2024-04-08,964,"Bath Street, St. Luke's",2024-04-08,989,"Murray Grove , Hoxton",54210,CLASSIC,4m 10s,250067,2024-04-08 18:55:00,2024-04-08 18:59:00
138425840,2024-04-08,999,"Queen Street 1, Bank",2024-04-08,990,"Cotton Garden Estate, Kennington",57106,CLASSIC,12m 37s,757770,2024-04-08 18:55:00,2024-04-08 19:08:00
138425694,2024-04-08,1000,"Vauxhall Cross, Vauxhall",2024-04-08,1000,"Vauxhall Cross, Vauxhall",56176,CLASSIC,37m 20s,2240822,2024-04-08 18:51:00,2024-04-08 19:29:00
138425697,2024-04-08,980,"Malet Street, Bloomsbury",2024-04-08,980,"Malet Street, Bloomsbury",35544,CLASSIC,1m 20s,80486,2024-04-08 18:51:00,2024-04-08 18:53:00
138425698,2024-04-08,1000,"Vauxhall Cross, Vauxhall",2024-04-08,1000,"Vauxhall Cross, Vauxhall",56287,CLASSIC,37m 14s,2234450,2024-04-08 18:51:00,2024-04-08 19:29:00
138425611,2024-04-08,969,"Gower Place , Euston",2024-04-08,959,"Milroy Walk, South Bank",52757,CLASSIC,17m 22s,1042666,2024-04-08 18:48:00,2024-04-08 19:06:00
138425563,2024-04-08,982,"Holborn Circus, Holborn",2024-04-08,963,"Bankside Mix, Bankside",54649,CLASSIC,10m 5s,605388,2024-04-08 18:47:00,2024-04-08 18:57:00
138425525,2024-04-08,991,"Crosswall, Tower",2024-04-08,979,"Wenlock Road , Hoxton",13461,CLASSIC,10m 23s,623276,2024-04-08 18:46:00,2024-04-08 18:57:00
138425505,2024-04-08,972,"Hampstead Road, Euston",2024-04-08,1005,"Eversholt Street , Camden Town",30393,CLASSIC,4m 39s,279518,2024-04-08 18:46:00,2024-04-08 18:50:00
138425440,2024-04-08,1001,"West Cromwell Road, Earl's Court",2024-04-08,1002,"Holy Trinity Brompton, Knightsbridge",59061,CLASSIC,6m 35s,395182,2024-04-08 18:44:00,2024-04-08 18:51:00
138425461,2024-04-08,985,"Hatton Garden, Holborn",2024-04-08,998,"Lollard Street, Vauxhall",56022,CLASSIC,16m 9s,969097,2024-04-08 18:44:00,2024-04-08 19:01:00
138425186,2024-04-08,1011,"Argyle Street, Kings Cross",2024-04-08,978,"Russell Square Station, Bloomsbury",53530,CLASSIC,4m 51s,291608,2024-04-08 18:37:00,2024-04-08 18:42:00
138425028,2024-04-08,1008,"Hatton Wall, Holborn",2024-04-08,1008,"Hatton Wall, Holborn",55396,CLASSIC,1m 24s,84468,2024-04-08 18:33:00,2024-04-08 18:34:00
138425046,2024-04-08,972,"Hampstead Road, Euston",2024-04-08,1005,"Eversholt Street , Camden Town",54174,CLASSIC,9m 7s,547855,2024-04-08 18:33:00,2024-04-08 18:42:00
138425050,2024-04-08,972,"Hampstead Road, Euston",2024-04-08,1005,"Eversholt Street , Camden Town",30800,CLASSIC,7m 52s,472613,2024-04-08 18:33:00,2024-04-08 18:41:00
138425060,2024-04-08,988,"Great Russell Street, Bloomsbury",2024-04-08,959,"Milroy Walk, South Bank",19389,CLASSIC,10m 56s,656945,2024-04-08 18:33:00,2024-04-08 18:44:00
138424798,2024-04-08,982,"Holborn Circus, Holborn",2024-04-08,984,"Finsbury Circus, Liverpool Street",51520,CLASSIC,9m 32s,572169,2024-04-08 18:27:00,2024-04-08 18:37:00
138424616,2024-04-08,989,"Murray Grove , Hoxton",2024-04-08,967,"Golden Lane, Barbican",57129,CLASSIC,7m 42s,462742,2024-04-08 18:22:00,2024-04-08 18:30:00
138424479,2024-04-08,1010,"Cartwright Gardens , Bloomsbury",2024-04-08,972,"Hampstead Road, Euston",55049,CLASSIC,4m 53s,293557,2024-04-08 18:19:00,2024-04-08 18:24:00
138424433,2024-04-08,969,"Gower Place , Euston",2024-04-08,998,"Lollard Street, Vauxhall",58114,CLASSIC,18m 25s,1105668,2024-04-08 18:18:00,2024-04-08 18:36:00
138424391,2024-04-08,963,"Bankside Mix, Bankside",2024-04-08,960,"Hop Exchange, The Borough",59452,CLASSIC,2m 6s,126805,2024-04-08 18:17:00,2024-04-08 18:19:00
138424395,2024-04-08,962,"Stamford Street, South Bank",2024-04-08,962,"Stamford Street, South Bank",55448,CLASSIC,5s,5008,2024-04-08 18:17:00,2024-04-08 18:17:00
138424334,2024-04-08,964,"Bath Street, St. Luke's",2024-04-08,979,"Wenlock Road , Hoxton",40986,CLASSIC,3m 40s,220028,2024-04-08 18:16:00,2024-04-08 18:19:00
138424272,2024-04-08,999,"Queen Street 1, Bank",2024-04-08,1000,"Vauxhall Cross, Vauxhall",56200,CLASSIC,17m 20s,1040026,2024-04-08 18:14:00,2024-04-08 18:32:00
138424202,2024-04-08,994,"Tanner Street, Bermondsey",2024-04-08,996,"Borough High Street, The Borough",54977,CLASSIC,6m 14s,374750,2024-04-08 18:13:00,2024-04-08 18:19:00
138424170,2024-04-08,1003,"Chapel Place, Marylebone",2024-04-08,970,"Scala Street, Fitzrovia",55145,CLASSIC,5m 21s,321773,2024-04-08 18:12:00,2024-04-08 18:17:00
138424135,2024-04-08,995,"Little Argyll Street, West End",2024-04-08,993,"Drummond Street , Euston",52690,CLASSIC,6m 19s,379242,2024-04-08 18:11:00,2024-04-08 18:17:00
138423884,2024-04-08,960,"Hop Exchange, The Borough",2024-04-08,960,"Hop Exchange, The Borough",52985,CLASSIC,27m 26s,1646769,2024-04-08 18:05:00,2024-04-08 18:32:00
138423704,2024-04-08,999,"Queen Street 1, Bank",2024-04-08,1009,"Taviton Street, Bloomsbury",55523,CLASSIC,14m 17s,857154,2024-04-08 18:00:00,2024-04-08 18:14:00
138423645,2024-04-08,1003,"Chapel Place, Marylebone",2024-04-08,995,"Little Argyll Street, West End",52690,CLASSIC,3m 30s,210098,2024-04-08 17:58:00,2024-04-08 18:02:00
138423547,2024-04-08,975,"Theobald's Road , Holborn",2024-04-08,1008,"Hatton Wall, Holborn",55396,CLASSIC,4m 25s,265609,2024-04-08 17:55:00,2024-04-08 18:00:00
138423473,2024-04-08,980,"Malet Street, Bloomsbury",2024-04-08,1005,"Eversholt Street , Camden Town",56881,CLASSIC,6m 40s,400510,2024-04-08 17:54:00,2024-04-08 18:00:00
138423504,2024-04-08,1003,"Chapel Place, Marylebone",2024-04-08,998,"Lollard Street, Vauxhall",59081,CLASSIC,16m 35s,995604,2024-04-08 17:54:00,2024-04-08 18:11:00
138423447,2024-04-08,960,"Hop Exchange, The Borough",2024-04-08,1010,"Cartwright Gardens , Bloomsbury",58401,CLASSIC,23m 18s,1398307,2024-04-08 17:53:00,2024-04-08 18:16:00
138423322,2024-04-08,1005,"Eversholt Street , Camden Town",2024-04-08,1010,"Cartwright Gardens , Bloomsbury",55049,CLASSIC,5m 20s,320192,2024-04-08 17:50:00,2024-04-08 17:56:00
138422911,2024-04-08,960,"Hop Exchange, The Borough",2024-04-08,1004,"Doric Way , Somers Town",53933,CLASSIC,21m 23s,1283802,2024-04-08 17:42:00,2024-04-08 18:03:00
138422828,2024-04-08,960,"Hop Exchange, The Borough",2024-04-08,1004,"Doric Way , Somers Town",53700,CLASSIC,21m 58s,1318545,2024-04-08 17:40:00,2024-04-08 18:02:00
138422731,2024-04-08,974,"Guilford Street , Bloomsbury",2024-04-08,1011,"Argyle Street, Kings Cross",53699,CLASSIC,4m 45s,285263,2024-04-08 17:38:00,2024-04-08 17:42:00
138422689,2024-04-08,1007,"Drury Lane, Covent Garden",2024-04-08,1007,"Drury Lane, Covent Garden",13802,CLASSIC,13s,13024,2024-04-08 17:37:00,2024-04-08 17:37:00
