Number,Start date,Start station,End date,End station,Total duration,Total duration (ms),Start datetime,End datetime
138879416,2024-04-27,"Warwick Row, Westminster",2024-04-27,"Hop Exchange, The Borough",22m 14s,1334160,2024-04-27 13:45:00,2024-04-27 14:07:00
138879310,2024-04-27,"Union Street, The Borough",2024-04-27,"Bethnal Green Road, Shoreditch",13m 10s,790073,2024-04-27 13:41:00,2024-04-27 13:54:00
138878641,2024-04-27,"Warwick Row, Westminster",2024-04-27,"Warwick Row, Westminster",25m 6s,1506508,2024-04-27 13:15:00,2024-04-27 13:40:00
138878642,2024-04-27,"Warwick Row, Westminster",2024-04-27,"Warwick Row, Westminster",25m 8s,1508150,2024-04-27 13:15:00,2024-04-27 13:40:00
138878626,2024-04-27,"Warwick Row, Westminster",2024-04-27,"Warwick Row, Westminster",25m 21s,1521524,2024-04-27 13:14:00,2024-04-27 13:40:00
138878633,2024-04-27,"Warwick Row, Westminster",2024-04-27,"Warwick Row, Westminster",21m 50s,1310670,2024-04-27 13:14:00,2024-04-27 13:36:00
138875379,2024-04-27,"Golden Lane, Barbican",2024-04-27,"Bath Street, St. Luke's",3m 20s,200810,2024-04-27 11:04:00,2024-04-27 11:08:00
138874698,2024-04-27,"Bethnal Green Road, Shoreditch",2024-04-27,"Bethnal Green Road, Shoreditch",1m 11s,71779,2024-04-27 10:31:00,2024-04-27 10:33:00
138874675,2024-04-27,"Bankside Mix, Bankside",2024-04-27,"Stamford Street, South Bank",5m 4s,304720,2024-04-27 10:30:00,2024-04-27 10:35:00
138874677,2024-04-27,"Bankside Mix, Bankside",2024-04-27,"Stamford Street, South Bank",4m 55s,295546,2024-04-27 10:30:00,2024-04-27 10:35:00
138874604,2024-04-27,"Bethnal Green Road, Shoreditch",2024-04-27,"Bethnal Green Road, Shoreditch",3m 45s,225980,2024-04-27 10:26:00,2024-04-27 10:30:00
138874548,2024-04-27,"Bethnal Green Road, Shoreditch",2024-04-27,"Bethnal Green Road, Shoreditch",1m 56s,116943,2024-04-27 10:23:00,2024-04-27 10:25:00
138874203,2024-04-27,"Hop Exchange, The Borough",2024-04-27,"Milroy Walk, South Bank",4m 38s,278496,2024-04-27 10:07:00,2024-04-27 10:12:00
138874062,2024-04-27,"Hop Exchange, The Borough",2024-04-27,"Milroy Walk, South Bank",5m 11s,311394,2024-04-27 10:00:00,2024-04-27 10:05:00
138873723,2024-04-27,"Bath Street, St. Luke's",2024-04-27,"Bath Street, St. Luke's",29m 5s,1745889,2024-04-27 09:41:00,2024-04-27 10:10:00
138873406,2024-04-27,"Milroy Walk, South Bank",2024-04-27,"Milroy Walk, South Bank",13m 33s,813548,2024-04-27 09:21:00,2024-04-27 09:35:00
138873363,2024-04-27,"Milroy Walk, South Bank",2024-04-27,"Hop Exchange, The Borough",5m 50s,350250,2024-04-27 09:18:00,2024-04-27 09:24:00
138873088,2024-04-27,"Golden Lane, Barbican",2024-04-27,"Hop Exchange, The Borough",12m 22s,742521,2024-04-27 08:56:00,2024-04-27 09:08:00
138873089,2024-04-27,"Golden Lane, Barbican",2024-04-27,"Hop Exchange, The Borough",12m 29s,749505,2024-04-27 08:56:00,2024-04-27 09:08:00
138872789,2024-04-27,"Golden Lane, Barbican",2024-04-27,"Bethnal Green Road, Shoreditch",9m 33s,573245,2024-04-27 08:31:00,2024-04-27 08:41:00
138872185,2024-04-27,"Hop Exchange, The Borough",2024-04-27,"New Kent Road, The Borough",6m 18s,378301,2024-04-27 05:25:00,2024-04-27 05:31:00
138871811,2024-04-27,"New Kent Road, The Borough",2024-04-27,"New Kent Road, The Borough",8m 16s,496682,2024-04-27 01:09:00,2024-04-27 01:18:00
138870705,2024-04-26,"Hop Exchange, The Borough",2024-04-26,"Bankside Mix, Bankside",2m 17s,137513,2024-04-26 22:37:00,2024-04-26 22:39:00
138870653,2024-04-26,"New Kent Road, The Borough",2024-04-26,"New Kent Road, The Borough",16s,16082,2024-04-26 22:31:00,2024-04-26 22:31:00
138870357,2024-04-26,"Warwick Row, Westminster",2024-04-26,"Tachbrook Street, Victoria",4m 34s,274534,2024-04-26 22:03:00,2024-04-26 22:08:00
138870346,2024-04-26,"Hop Exchange, The Borough",2024-04-26,"Bankside Mix, Bankside",1m 57s,117776,2024-04-26 22:02:00,2024-04-26 22:04:00
138870325,2024-04-26,"Bath Street, St. Luke's",2024-04-26,"Bath Street, St. Luke's",10s,10620,2024-04-26 22:00:00,2024-04-26 22:01:00
138870134,2024-04-26,"Bath Street, St. Luke's",2024-04-26,"Bath Street, St. Luke's",7m 24s,444290,2024-04-26 21:42:00,2024-04-26 21:50:00
138868900,2024-04-26,"Stamford Street, South Bank",2024-04-26,"Stamford Street, South Bank",33m 24s,2004908,2024-04-26 20:17:00,2024-04-26 20:50:00
138868845,2024-04-26,"Hampstead Road, Euston",2024-04-26,"Hampstead Road, Euston",2m 5s,125848,2024-04-26 20:14:00,2024-04-26 20:17:00
138868480,2024-04-26,"Bath Street, St. Luke's",2024-04-26,"Golden Lane, Barbican",5m 14s,314948,2024-04-26 19:57:00,2024-04-26 20:02:00
138868135,2024-04-26,"Golden Lane, Barbican",2024-04-26,"Hop Exchange, The Borough",12m 16s,736451,2024-04-26 19:44:00,2024-04-26 19:56:00
138866304,2024-04-26,"Bethnal Green Road, Shoreditch",2024-04-26,"Bethnal Green Road, Shoreditch",30m 38s,1838774,2024-04-26 18:45:00,2024-04-26 19:16:00
138866180,2024-04-26,"Bath Street, St. Luke's",2024-04-26,"Bath Street, St. Luke's",10s,10550,2024-04-26 18:42:00,2024-04-26 18:42:00
138866122,2024-04-26,"Bath Street, St. Luke's",2024-04-26,"Bath Street, St. Luke's",13s,13346,2024-04-26 18:41:00,2024-04-26 18:41:00
138865925,2024-04-26,"Milroy Walk, South Bank",2024-04-26,"New Kent Road, The Borough",9m 57s,597991,2024-04-26 18:35:00,2024-04-26 18:45:00
138865362,2024-04-26,"Bath Street, St. Luke's",2024-04-26,"Hampstead Road, Euston",20m 54s,1254663,2024-04-26 18:22:00,2024-04-26 18:42:00
138865030,2024-04-26,"Warwick Row, Westminster",2024-04-26,"Warwick Row, Westminster",2s,2981,2024-04-26 18:14:00,2024-04-26 18:14:00
138863397,2024-04-26,"Bethnal Green Road, Shoreditch",2024-04-26,"Bethnal Green Road, Shoreditch",11m 50s,710852,2024-04-26 17:39:00,2024-04-26 17:51:00
138863347,2024-04-26,"Warwick Row, Westminster",2024-04-26,"Warwick Row, Westminster",1h 34m 33s,5673805,2024-04-26 17:38:00,2024-04-26 19:13:00
138861330,2024-04-26,"Bethnal Green Road, Shoreditch",2024-04-26,"Bethnal Green Road, Shoreditch",11m 58s,718061,2024-04-26 16:47:00,2024-04-26 16:59:00
138861334,2024-04-26,"Warwick Row, Westminster",2024-04-26,"Warwick Row, Westminster",34s,34230,2024-04-26 16:47:00,2024-04-26 16:48:00
138860979,2024-04-26,"Hampstead Road, Euston",2024-04-26,"Bath Street, St. Luke's",21m 33s,1293401,2024-04-26 16:37:00,2024-04-26 16:58:00
138860325,2024-04-26,"Hop Exchange, The Borough",2024-04-26,"Hop Exchange, The Borough",18s,18180,2024-04-26 16:15:00,2024-04-26 16:15:00
138859912,2024-04-26,"Gower Place , Euston",2024-04-26,"Gower Place , Euston",1m 31s,91073,2024-04-26 15:58:00,2024-04-26 16:00:00
138859211,2024-04-26,"Hampstead Road, Euston",2024-04-26,"Hampstead Road, Euston",25s,25568,2024-04-26 15:30:00,2024-04-26 15:31:00
138858282,2024-04-26,"Union Street, The Borough",2024-04-26,"Hop Exchange, The Borough",4m 25s,265500,2024-04-26 14:50:00,2024-04-26 14:54:00
138856307,2024-04-26,"Gower Place , Euston",2024-04-26,"Scala Street, Fitzrovia",4m 42s,282971,2024-04-26 13:22:00,2024-04-26 13:26:00
138856239,2024-04-26,"New Kent Road, The Borough",2024-04-26,"Hop Exchange, The Borough",6m 37s,397978,2024-04-26 13:18:00,2024-04-26 13:25:00
138855230,2024-04-26,"Hampstead Road, Euston",2024-04-26,"Hampstead Road, Euston",57s,57304,2024-04-26 12:34:00,2024-04-26 12:35:00
138853748,2024-04-26,"Hop Exchange, The Borough",2024-04-26,"Bankside Mix, Bankside",3m 38s,218654,2024-04-26 11:24:00,2024-04-26 11:27:00
138853677,2024-04-26,"Stamford Street, South Bank",2024-04-26,"Hop Exchange, The Borough",9m 11s,551808,2024-04-26 11:20:00,2024-04-26 11:30:00
138853527,2024-04-26,"Godliman Street, St. Paul's",2024-04-26,"Godliman Street, St. Paul's",9s,9631,2024-04-26 11:12:00,2024-04-26 11:13:00
138853508,2024-04-26,"Hop Exchange, The Borough",2024-04-26,"Milroy Walk, South Bank",6m 48s,408241,2024-04-26 11:11:00,2024-04-26 11:18:00
138853382,2024-04-26,"Bankside Mix, Bankside",2024-04-26,"Hop Exchange, The Borough",6m 23s,383814,2024-04-26 11:03:00,2024-04-26 11:09:00
138853180,2024-04-26,"Milroy Walk, South Bank",2024-04-26,"Hop Exchange, The Borough",5m 2s,302989,2024-04-26 10:50:00,2024-04-26 10:55:00
138852711,2024-04-26,"Gower Place , Euston",2024-04-26,"Gower Place , Euston",11m 13s,673103,2024-04-26 10:27:00,2024-04-26 10:38:00
138852625,2024-04-26,"Hop Exchange, The Borough",2024-04-26,"Bankside Mix, Bankside",3m 6s,186407,2024-04-26 10:22:00,2024-04-26 10:25:00
138851422,2024-04-26,"Tachbrook Street, Victoria",2024-04-26,"Tachbrook Street, Victoria",34s,34382,2024-04-26 09:26:00,2024-04-26 09:27:00
138851307,2024-04-26,"Bath Street, St. Luke's",2024-04-26,"Bankside Mix, Bankside",16m 27s,987726,2024-04-26 09:22:00,2024-04-26 09:38:00
138850079,2024-04-26,"Hop Exchange, The Borough",2024-04-26,"Milroy Walk, South Bank",4m 59s,299241,2024-04-26 08:47:00,2024-04-26 08:52:00
138848587,2024-04-26,"Stamford Street, South Bank",2024-04-26,"Hop Exchange, The Borough",5m 59s,359959,2024-04-26 08:14:00,2024-04-26 08:20:00
138847131,2024-04-26,"Milroy Walk, South Bank",2024-04-26,"Bankside Mix, Bankside",3m 2s,182478,2024-04-26 07:23:00,2024-04-26 07:26:00
138845849,2024-04-26,"New Kent Road, The Borough",2024-04-26,"Hop Exchange, The Borough",6m 8s,368311,2024-04-26 01:48:00,2024-04-26 01:54:00
138844939,2024-04-25,"Hop Exchange, The Borough",2024-04-25,"Union Street, The Borough",2m 48s,168201,2024-04-25 22:34:00,2024-04-25 22:37:00
138843668,2024-04-25,"Hop Exchange, The Borough",2024-04-25,"Hop Exchange, The Borough",26s,26871,2024-04-25 20:47:00,2024-04-25 20:47:00
138843473,2024-04-25,"Godliman Street, St. Paul's",2024-04-25,"Godliman Street, St. Paul's",18m 53s,1133991,2024-04-25 20:34:00,2024-04-25 20:53:00
138843302,2024-04-25,"Golden Lane, Barbican",2024-04-25,"Warwick Row, Westminster",24m 5s,1445589,2024-04-25 20:22:00,2024-04-25 20:46:00
138842904,2024-04-25,"Hop Exchange, The Borough",2024-04-25,"New Kent Road, The Borough",6m 12s,372433,2024-04-25 20:01:00,2024-04-25 20:07:00
138841509,2024-04-25,"Union Street, The Borough",2024-04-25,"Hop Exchange, The Borough",2m 38s,158188,2024-04-25 19:00:00,2024-04-25 19:03:00
138841486,2024-04-25,"Bethnal Green Road, Shoreditch",2024-04-25,"Bethnal Green Road, Shoreditch",13s,13121,2024-04-25 19:00:00,2024-04-25 19:00:00
138840590,2024-04-25,"New Kent Road, The Borough",2024-04-25,"New Kent Road, The Borough",2s,2916,2024-04-25 18:29:00,2024-04-25 18:29:00
138840449,2024-04-25,"Hampstead Road, Euston",2024-04-25,"Hampstead Road, Euston",21m 47s,1307108,2024-04-25 18:25:00,2024-04-25 18:47:00
138840401,2024-04-25,"Hampstead Road, Euston",2024-04-25,"Hampstead Road, Euston",23m 16s,1396226,2024-04-25 18:23:00,2024-04-25 18:47:00
138838706,2024-04-25,"Stamford Street, South Bank",2024-04-25,"Hop Exchange, The Borough",5m 15s,315644,2024-04-25 17:35:00,2024-04-25 17:40:00
138838573,2024-04-25,"Hop Exchange, The Borough",2024-04-25,"Milroy Walk, South Bank",4m 13s,253897,2024-04-25 17:30:00,2024-04-25 17:35:00
138837600,2024-04-25,"Hop Exchange, The Borough",2024-04-25,"Stamford Street, South Bank",6m 0s,360569,2024-04-25 16:51:00,2024-04-25 16:57:00
138836454,2024-04-25,"Union Street, The Borough",2024-04-25,"Hop Exchange, The Borough",2m 39s,159170,2024-04-25 15:38:00,2024-04-25 15:40:00
138835829,2024-04-25,"Union Street, The Borough",2024-04-25,"Hop Exchange, The Borough",3m 26s,206557,2024-04-25 15:02:00,2024-04-25 15:05:00
138834507,2024-04-25,"Milroy Walk, South Bank",2024-04-25,"Milroy Walk, South Bank",33m 14s,1994174,2024-04-25 13:46:00,2024-04-25 14:20:00
138833997,2024-04-25,"Union Street, The Borough",2024-04-25,"Hop Exchange, The Borough",3m 33s,213591,2024-04-25 13:17:00,2024-04-25 13:21:00
138833873,2024-04-25,"Stamford Street, South Bank",2024-04-25,"Hop Exchange, The Borough",6m 53s,413713,2024-04-25 13:10:00,2024-04-25 13:17:00
138833728,2024-04-25,"Gower Place , Euston",2024-04-25,"Gower Place , Euston",15m 7s,907702,2024-04-25 13:02:00,2024-04-25 13:17:00
138831234,2024-04-25,"Hop Exchange, The Borough",2024-04-25,"Stamford Street, South Bank",4m 55s,295758,2024-04-25 10:45:00,2024-04-25 10:50:00
138831010,2024-04-25,"Hop Exchange, The Borough",2024-04-25,"Bankside Mix, Bankside",4m 35s,275182,2024-04-25 10:33:00,2024-04-25 10:38:00
138830508,2024-04-25,"Stamford Street, South Bank",2024-04-25,"Stamford Street, South Bank",29s,29201,2024-04-25 10:07:00,2024-04-25 10:08:00
138829096,2024-04-25,"Warwick Row, Westminster",2024-04-25,"Warwick Row, Westminster",2m 3s,123100,2024-04-25 09:16:00,2024-04-25 09:18:00
138827000,2024-04-25,"Stamford Street, South Bank",2024-04-25,"Hop Exchange, The Borough",6m 52s,412835,2024-04-25 08:37:00,2024-04-25 08:44:00
138826545,2024-04-25,"Hop Exchange, The Borough",2024-04-25,"Union Street, The Borough",3m 28s,208386,2024-04-25 08:30:00,2024-04-25 08:34:00
138825916,2024-04-25,"Bethnal Green Road, Shoreditch",2024-04-25,"Hop Exchange, The Borough",15m 51s,951006,2024-04-25 08:21:00,2024-04-25 08:36:00
138824656,2024-04-25,"Gower Place , Euston",2024-04-25,"Scala Street, Fitzrovia",3m 37s,217837,2024-04-25 07:57:00,2024-04-25 08:01:00
138822226,2024-04-25,"New Kent Road, The Borough",2024-04-25,"Hop Exchange, The Borough",4m 13s,253413,2024-04-25 06:09:00,2024-04-25 06:13:00
138821585,2024-04-24,"Union Street, The Borough",2024-04-24,"Union Street, The Borough",3m 44s,224464,2024-04-24 23:43:00,2024-04-24 23:47:00
138820677,2024-04-24,"Bath Street, St. Luke's",2024-04-24,"Bath Street, St. Luke's",49m 21s,2961434,2024-04-24 22:01:00,2024-04-24 22:50:00
138820205,2024-04-24,"Milroy Walk, South Bank",2024-04-24,"Hop Exchange, The Borough",5m 16s,316176,2024-04-24 21:22:00,2024-04-24 21:27:00
138820100,2024-04-24,"Scala Street, Fitzrovia",2024-04-24,"Scala Street, Fitzrovia",25s,25578,2024-04-24 21:14:00,2024-04-24 21:15:00
138819478,2024-04-24,"Scala Street, Fitzrovia",2024-04-24,"Scala Street, Fitzrovia",5s,5101,2024-04-24 20:35:00,2024-04-24 20:35:00
138819065,2024-04-24,"Scala Street, Fitzrovia",2024-04-24,"Scala Street, Fitzrovia",18s,18870,2024-04-24 20:13:00,2024-04-24 20:13:00
138818868,2024-04-24,"Gower Place , Euston",2024-04-24,"Union Street, The Borough",15m 0s,900890,2024-04-24 20:04:00,2024-04-24 20:19:00
138818355,2024-04-24,"Gower Place , Euston",2024-04-24,"Gower Place , Euston",17m 34s,1054219,2024-04-24 19:45:00,2024-04-24 20:02:00
138818262,2024-04-24,"Scala Street, Fitzrovia",2024-04-24,"Scala Street, Fitzrovia",32s,32106,2024-04-24 19:41:00,2024-04-24 19:42:00
138816217,2024-04-24,"Milroy Walk, South Bank",2024-04-24,"Hop Exchange, The Borough",5m 40s,340114,2024-04-24 18:43:00,2024-04-24 18:48:00
138815190,2024-04-24,"Scala Street, Fitzrovia",2024-04-24,"Scala Street, Fitzrovia",25s,25055,2024-04-24 18:21:00,2024-04-24 18:21:00
138814411,2024-04-24,"Bath Street, St. Luke's",2024-04-24,"Golden Lane, Barbican",4m 59s,299844,2024-04-24 18:06:00,2024-04-24 18:11:00
138813738,2024-04-24,"Bankside Mix, Bankside",2024-04-24,"Stamford Street, South Bank",4m 1s,241264,2024-04-24 17:53:00,2024-04-24 17:57:00
138813483,2024-04-24,"Bath Street, St. Luke's",2024-04-24,"Bath Street, St. Luke's",28s,28973,2024-04-24 17:49:00,2024-04-24 17:49:00
138812494,2024-04-24,"Godliman Street, St. Paul's",2024-04-24,"Hop Exchange, The Borough",6m 48s,408966,2024-04-24 17:31:00,2024-04-24 17:38:00
138811330,2024-04-24,"Bankside Mix, Bankside",2024-04-24,"Hop Exchange, The Borough",3m 7s,187116,2024-04-24 17:06:00,2024-04-24 17:09:00
138811037,2024-04-24,"Gower Place , Euston",2024-04-24,"Tachbrook Street, Victoria",21m 2s,1262787,2024-04-24 16:59:00,2024-04-24 17:20:00
138810940,2024-04-24,"Bethnal Green Road, Shoreditch",2024-04-24,"Bethnal Green Road, Shoreditch",36m 8s,2168191,2024-04-24 16:56:00,2024-04-24 17:33:00
138810883,2024-04-24,"Bankside Mix, Bankside",2024-04-24,"Hop Exchange, The Borough",3m 21s,201096,2024-04-24 16:54:00,2024-04-24 16:58:00
138810179,2024-04-24,"Union Street, The Borough",2024-04-24,"Hop Exchange, The Borough",2m 34s,154198,2024-04-24 16:30:00,2024-04-24 16:32:00
138809293,2024-04-24,"Tachbrook Street, Victoria",2024-04-24,"Tachbrook Street, Victoria",15m 0s,900887,2024-04-24 15:52:00,2024-04-24 16:07:00
138808818,2024-04-24,"Godliman Street, St. Paul's",2024-04-24,"Hop Exchange, The Borough",7m 30s,450746,2024-04-24 15:26:00,2024-04-24 15:34:00
138807778,2024-04-24,"Bethnal Green Road, Shoreditch",2024-04-24,"Golden Lane, Barbican",9m 8s,548271,2024-04-24 14:24:00,2024-04-24 14:33:00
138806956,2024-04-24,"Hop Exchange, The Borough",2024-04-24,"Stamford Street, South Bank",7m 5s,425352,2024-04-24 13:37:00,2024-04-24 13:44:00
138806562,2024-04-24,"Bethnal Green Road, Shoreditch",2024-04-24,"Godliman Street, St. Paul's",11m 31s,691693,2024-04-24 13:12:00,2024-04-24 13:23:00
138806416,2024-04-24,"Milroy Walk, South Bank",2024-04-24,"Stamford Street, South Bank",2m 19s,139212,2024-04-24 13:04:00,2024-04-24 13:07:00
138806261,2024-04-24,"Hop Exchange, The Borough",2024-04-24,"Union Street, The Borough",3m 12s,192772,2024-04-24 12:56:00,2024-04-24 12:59:00
138805863,2024-04-24,"Scala Street, Fitzrovia",2024-04-24,"Scala Street, Fitzrovia",48m 8s,2888711,2024-04-24 12:34:00,2024-04-24 13:22:00
138805864,2024-04-24,"Scala Street, Fitzrovia",2024-04-24,"Scala Street, Fitzrovia",48m 19s,2899677,2024-04-24 12:34:00,2024-04-24 13:23:00
138804813,2024-04-24,"Hampstead Road, Euston",2024-04-24,"Scala Street, Fitzrovia",4m 47s,287802,2024-04-24 11:37:00,2024-04-24 11:42:00
138804568,2024-04-24,"Hop Exchange, The Borough",2024-04-24,"Bankside Mix, Bankside",2m 36s,156896,2024-04-24 11:21:00,2024-04-24 11:23:00
138803744,2024-04-24,"Hop Exchange, The Borough",2024-04-24,"Bankside Mix, Bankside",3m 4s,184706,2024-04-24 10:26:00,2024-04-24 10:29:00
138799588,2024-04-24,"Stamford Street, South Bank",2024-04-24,"Hop Exchange, The Borough",7m 57s,477441,2024-04-24 08:31:00,2024-04-24 08:39:00
138799272,2024-04-24,"Bankside Mix, Bankside",2024-04-24,"Milroy Walk, South Bank",1m 47s,107496,2024-04-24 08:26:00,2024-04-24 08:28:00
138798229,2024-04-24,"Hop Exchange, The Borough",2024-04-24,"Bankside Mix, Bankside",2m 40s,160386,2024-04-24 08:09:00,2024-04-24 08:11:00
138796644,2024-04-24,"Milroy Walk, South Bank",2024-04-24,"Stamford Street, South Bank",2m 39s,159809,2024-04-24 07:31:00,2024-04-24 07:33:00
138795169,2024-04-24,"New Kent Road, The Borough",2024-04-24,"Hop Exchange, The Borough",4m 27s,267663,2024-04-24 06:07:00,2024-04-24 06:11:00
138793960,2024-04-23,"Golden Lane, Barbican",2024-04-23,"Bath Street, St. Luke's",3m 5s,185037,2024-04-23 22:05:00,2024-04-23 22:08:00
138793967,2024-04-23,"Bath Street, St. Luke's",2024-04-23,"Bath Street, St. Luke's",42m 37s,2557986,2024-04-23 22:05:00,2024-04-23 22:48:00
138793950,2024-04-23,"Golden Lane, Barbican",2024-04-23,"Stamford Street, South Bank",13m 35s,815455,2024-04-23 22:04:00,2024-04-23 22:18:00
138793071,2024-04-23,"Golden Lane, Barbican",2024-04-23,"Warwick Row, Westminster",21m 3s,1263534,2024-04-23 20:51:00,2024-04-23 21:12:00
138792346,2024-04-23,"Bath Street, St. Luke's",2024-04-23,"Bankside Mix, Bankside",15m 40s,940643,2024-04-23 20:10:00,2024-04-23 20:25:00
138792302,2024-04-23,"Bath Street, St. Luke's",2024-04-23,"Bath Street, St. Luke's",1m 34s,94905,2024-04-23 20:08:00,2024-04-23 20:09:00
138789107,2024-04-23,"Stamford Street, South Bank",2024-04-23,"Hop Exchange, The Borough",8m 33s,513347,2024-04-23 18:29:00,2024-04-23 18:38:00
138789109,2024-04-23,"Bankside Mix, Bankside",2024-04-23,"Bath Street, St. Luke's",16m 18s,978260,2024-04-23 18:29:00,2024-04-23 18:46:00
138784511,2024-04-23,"Hop Exchange, The Borough",2024-04-23,"New Kent Road, The Borough",4m 30s,270723,2024-04-23 16:58:00,2024-04-23 17:03:00
138784113,2024-04-23,"New Kent Road, The Borough",2024-04-23,"New Kent Road, The Borough",31m 53s,1913300,2024-04-23 16:44:00,2024-04-23 17:16:00
138783645,2024-04-23,"Hop Exchange, The Borough",2024-04-23,"Hop Exchange, The Borough",15m 35s,935331,2024-04-23 16:26:00,2024-04-23 16:42:00
138783085,2024-04-23,"Union Street, The Borough",2024-04-23,"Union Street, The Borough",59m 33s,3573632,2024-04-23 16:01:00,2024-04-23 17:00:00
138782872,2024-04-23,"Hop Exchange, The Borough",2024-04-23,"New Kent Road, The Borough",6m 28s,388307,2024-04-23 15:48:00,2024-04-23 15:55:00
138781821,2024-04-23,"Hop Exchange, The Borough",2024-04-23,"Milroy Walk, South Bank",4m 51s,291440,2024-04-23 14:25:00,2024-04-23 14:30:00
138781818,2024-04-23,"Hop Exchange, The Borough",2024-04-23,"Bankside Mix, Bankside",2m 41s,161608,2024-04-23 14:22:00,2024-04-23 14:24:00
138779061,2024-04-23,"Warwick Row, Westminster",2024-04-23,"Tachbrook Street, Victoria",4m 23s,263376,2024-04-23 11:26:00,2024-04-23 11:30:00
138778256,2024-04-23,"Stamford Street, South Bank",2024-04-23,"Bankside Mix, Bankside",3m 35s,215558,2024-04-23 10:26:00,2024-04-23 10:29:00
138775664,2024-04-23,"Milroy Walk, South Bank",2024-04-23,"Hop Exchange, The Borough",4m 26s,266781,2024-04-23 08:49:00,2024-04-23 08:54:00
138775681,2024-04-23,"Stamford Street, South Bank",2024-04-23,"Hop Exchange, The Borough",6m 52s,412780,2024-04-23 08:49:00,2024-04-23 08:56:00
138774923,2024-04-23,"Stamford Street, South Bank",2024-04-23,"Hop Exchange, The Borough",10m 9s,609837,2024-04-23 08:37:00,2024-04-23 08:47:00
138770366,2024-04-23,"New Kent Road, The Borough",2024-04-23,"Hop Exchange, The Borough",4m 7s,247830,2024-04-23 06:07:00,2024-04-23 06:12:00
138769342,2024-04-22,"Golden Lane, Barbican",2024-04-22,"Stamford Street, South Bank",11m 12s,672427,2024-04-22 22:09:00,2024-04-22 22:20:00
138769336,2024-04-22,"Bath Street, St. Luke's",2024-04-22,"Bath Street, St. Luke's",40m 46s,2446147,2024-04-22 22:08:00,2024-04-22 22:49:00
138769056,2024-04-22,"Bethnal Green Road, Shoreditch",2024-04-22,"Golden Lane, Barbican",6m 48s,408131,2024-04-22 21:40:00,2024-04-22 21:47:00
138768554,2024-04-22,"Warwick Row, Westminster",2024-04-22,"Tachbrook Street, Victoria",3m 44s,224848,2024-04-22 21:00:00,2024-04-22 21:04:00
138768211,2024-04-22,"Bethnal Green Road, Shoreditch",2024-04-22,"Union Street, The Borough",28m 43s,1723584,2024-04-22 20:37:00,2024-04-22 21:06:00
138767523,2024-04-22,"Hop Exchange, The Borough",2024-04-22,"New Kent Road, The Borough",6m 8s,368090,2024-04-22 20:01:00,2024-04-22 20:07:00
138767276,2024-04-22,"Golden Lane, Barbican",2024-04-22,"Bath Street, St. Luke's",4m 7s,247111,2024-04-22 19:50:00,2024-04-22 19:54:00
138766554,2024-04-22,"Golden Lane, Barbican",2024-04-22,"Bethnal Green Road, Shoreditch",7m 21s,441426,2024-04-22 19:22:00,2024-04-22 19:30:00
138765120,2024-04-22,"Milroy Walk, South Bank",2024-04-22,"Bankside Mix, Bankside",2m 35s,155850,2024-04-22 18:43:00,2024-04-22 18:45:00
138761415,2024-04-22,"Hop Exchange, The Borough",2024-04-22,"Hop Exchange, The Borough",1h 2m 43s,3763968,2024-04-22 17:27:00,2024-04-22 18:30:00
138760373,2024-04-22,"Stamford Street, South Bank",2024-04-22,"Hop Exchange, The Borough",7m 0s,420436,2024-04-22 17:02:00,2024-04-22 17:09:00
138760114,2024-04-22,"Gower Place , Euston",2024-04-22,"Hampstead Road, Euston",1m 16s,76969,2024-04-22 16:54:00,2024-04-22 16:55:00
138759664,2024-04-22,"Hop Exchange, The Borough",2024-04-22,"Hop Exchange, The Borough",49m 43s,2983531,2024-04-22 16:37:00,2024-04-22 17:26:00
138757763,2024-04-22,"Tachbrook Street, Victoria",2024-04-22,"Milroy Walk, South Bank",11m 25s,685750,2024-04-22 14:46:00,2024-04-22 14:58:00
138757628,2024-04-22,"Hop Exchange, The Borough",2024-04-22,"Stamford Street, South Bank",5m 50s,350181,2024-04-22 14:37:00,2024-04-22 14:43:00
138755997,2024-04-22,"Hop Exchange, The Borough",2024-04-22,"Milroy Walk, South Bank",3m 39s,219893,2024-04-22 12:55:00,2024-04-22 12:59:00
138755925,2024-04-22,"Gower Place , Euston",2024-04-22,"Gower Place , Euston",26m 48s,1608153,2024-04-22 12:51:00,2024-04-22 13:18:00
138754720,2024-04-22,"Godliman Street, St. Paul's",2024-04-22,"New Kent Road, The Borough",15m 6s,906366,2024-04-22 11:37:00,2024-04-22 11:52:00
138754495,2024-04-22,"Bethnal Green Road, Shoreditch",2024-04-22,"Hop Exchange, The Borough",13m 13s,793835,2024-04-22 11:24:00,2024-04-22 11:37:00
138753944,2024-04-22,"Stamford Street, South Bank",2024-04-22,"Hop Exchange, The Borough",6m 19s,379014,2024-04-22 10:43:00,2024-04-22 10:49:00
138753437,2024-04-22,"Bankside Mix, Bankside",2024-04-22,"Hop Exchange, The Borough",4m 59s,299339,2024-04-22 10:11:00,2024-04-22 10:16:00
138752334,2024-04-22,"Bethnal Green Road, Shoreditch",2024-04-22,"Hop Exchange, The Borough",10m 20s,620923,2024-04-22 09:16:00,2024-04-22 09:26:00
138752339,2024-04-22,"Hop Exchange, The Borough",2024-04-22,"Milroy Walk, South Bank",6m 42s,402299,2024-04-22 09:16:00,2024-04-22 09:23:00
